code,transect,region,elevation,type,plot,plot.num,plot.num.log,lat,lon,elevation.lidar,Tax.rich,Prop.spe,Tax.spe,Tax.gen,Tax.even,Tax.div,Phy.rich,Phy.even,Phy.div,Fun.rich,Fun.even,Fun.div,cff,cmin,ctot,tree.cover,cagb,agb,agb.stem,summer.air,summer.soil,winter.air,winter.soil,nectar,usable,foliar.N,foliar.C,foliar.CN,sand,silt,clay,ph,c10,n10,cn10,olsen.p,k,mg,ca,weight_oh_of_ol,pai,ba,canhei,sca,tmean.air,tmax.air,tmin.air,tmean.soil,tmax.soil,tmin.soil,BIO1,BIO5,BIO6,forcov_500,forestedge,tmeanann,pann,aridity,ndep,spei21_May2018,shrub.ric,tree.ric,total.ric,shrub.nectar,tree.nectar,total.nectar,shrub.phy,tree.phy,total.phy
GE_LO_T2_P1,GELOT2,GE,LO,T2,P1,1.5,0.405465108,53.214372,8.6471581,62.20500183,7,0.71,5,2,0.397831078,1.097364677,2.534102582,0.193059175,0.362014655,0.228225846,0.614554323,0.002251965,2.09843385,53.41130203,55.50973588,0.015,284.1,604.4680851,431.7629179,-7.752598566,NA,0.333439271,0.940767519,6.528,0.1,34.96651163,418.3244186,12.13056771,77.3,15.7,7,5.971,2.949,0.23,12.82173913,68.009,308.97,194.9,1206.2,23.39,4.67,38.51234568,23.5,2.758064516,10.58794398,33,-5.075,9.617925542,20.5,1,10.63956417,15.68387097,-0.810483871,55.30120482,4.407591549,9.4,788,40.6185567,23.36909054,0.585494328,3,1,11,20.12272727,0,26.65072727,0.324232821,NA,0.317706481
GE_LO_T2_P2,GELOT2,GE,LO,T2,P2,4.5,1.504077397,53.2143205,8.647121,33.34000015,7,0.71,5,2,0.271715814,1.215668021,2.680799973,0.313987224,0.382971425,0.178727598,0.640899162,0.001875096,2.08026375,55.93959899,58.01986274,0.04,108.54,230.9361702,164.9544073,-8.276075269,NA,0.167990889,0.837041157,2.056565657,0.353535354,26.83833333,420.5779167,15.91407654,81.1,11.9,7,5.592,2.851,0.236,12.08050847,45.436,149.12,69.34,539.7,20.47,5.19,18.51851852,24.5,4.154929577,10.49681413,32.425,-5.15,9.801179148,21.5,1,10.54782246,15.79596774,-0.937903226,55.44852498,4.407598309,9.4,788,40.6185567,23.05076966,0.585494328,1,3,11,0,0,2.056565657,NA,0.242004319,0.313756749
GE_LO_T2_P3,GELOT2,GE,LO,T2,P3,12.5,2.525728644,53.2144427,8.6470859,36.02799988,5,0.99,5,0,0.214377887,0.962154726,1.944831495,0.252733557,0.388966299,0.145756213,0.441476951,0.001128584,5.0927296,96.22655769,101.3192873,0.03,108.93,231.7659574,165.5471125,-8.667293907,NA,0.293341808,1.342602892,0.16969697,0.075757576,27.68848485,400.5490909,14.62519203,81.5,12.9,5.6,4.048,8.862,0.521,17.00959693,54.921,181.98,93.59,655.6,41.23,6.3,28.07098765,25,4.98245614,10.50732052,31.5,-5.075,9.666112229,20.5,1.5,10.55841201,15.89435484,-0.841935484,55.76923077,4.512253098,9.4,788,40.6185567,22.3438813,0.585494328,0,3,8,NA,0,0.16969697,NA,0.242004319,0.31232415
GE_LO_T2_P4,GELOT2,GE,LO,T2,P4,35.5,3.569532696,53.2146454,8.6469066,40.03099823,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,9.8049285,92.04594136,101.8508699,0.065,76.33,162.4042553,116.0030395,-8.302867384,NA,0.267148684,1.683259177,NA,NA,NA,NA,NA,85.4,10.7,3.9,3.99,10.002,0.458,21.83842795,24.906,97.45,58.5,529.6,79.9,7.06,21.27160494,25.5,4.852941176,10.25408765,31,-2,9.561762898,19,1.5,10.32159257,14.32258065,0.865517241,56.53220951,4.529974323,9.4,788,40.6185567,21.11267868,0.585494328,1,2,3,0,0,0,NA,0.123769893,0.102971962
GE_LO_T2_P5,GELOT2,GE,LO,T2,P5,99.5,4.600157644,53.2151302,8.6465492,37.68999863,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,10.26044618,73.90506258,84.16550876,0,222.46,473.3191489,338.0851064,-8.67016129,NA,0.224045235,1.5756396,NA,NA,NA,NA,NA,81.5,12,6.5,3.754,5.538,0.24,23.075,19.2474,34.74,36.88,113.7,80.13,6.03,52.16666667,28,5,10.408493,32,-5.075,9.573914333,19.925,2,10.46115616,16.10483871,-0.950806452,57.62507535,4.603136972,9.4,788,40.6185567,20.46436844,0.585494328,1,1,2,0,0,0,NA,NA,NA
GE_LO_T3_P1,GELOT3,GE,LO,T3,P1,1.5,0.405465108,53.2135295,8.6439776,41.45999908,3,0.67,2,1,0.099088873,0.131571311,1.262505629,0.028076847,0.42083521,0.042431886,0.049353074,0.000258659,19.6168294,125.6856762,145.3025056,0,269.67,573.7659574,409.8328267,-8.704121864,NA,0.115283516,NA,34.14756098,0,54.47585366,409.0065854,7.56361928,80.7,15.2,4.1,3.897,18.541,0.817,22.69400245,40.0884,103.63,154.31,1536.7,157.01,3.69,39.59259259,23,4.61732852,10.94684894,31.5,-2.5,7.861810939,17.925,1.5,10.96150763,15.90887097,-0.893548387,72.65625,3.458123349,9.4,788,40.6185567,23.36909054,0.585494328,3,3,9,29.6969697,0,63.84453068,0.367755167,0.242004319,0.301121941
GE_LO_T3_P2,GELOT3,GE,LO,T3,P2,4.5,1.504077397,53.2135799,8.6439251,30.20899963,4,0.99,4,0,0.638555552,1.193549604,1.748815018,0.395468761,0.437203754,0.179363655,0.854011173,0.006519942,14.54377925,97.76010215,112.3038814,0.095,221.16,470.5531915,336.1094225,-8.589247312,NA,0.218907251,1.530867631,1.55,0.5,35.356,435.942,13.21495393,79.6,14.5,5.9,4.05,27.232,1.23,22.1398374,6.4969,198.03,283.55,1760.5,127.27,6.78,44.1882716,25.5,3.773399015,10.49513,32,-5.5,9.833983098,20.5,2,10.54623992,16.05241935,-0.876612903,72.78747742,3.491558809,9.4,788,40.6185567,23.05076966,0.585494328,3,3,10,7,0,8.55,0.354148599,0.242004319,0.311669309
GE_LO_T3_P3,GELOT3,GE,LO,T3,P3,12.5,2.525728644,53.2136334,8.6438453,33.95500183,3,0.67,2,1,1,1.098612289,2.350395911,0.783465304,0.783465304,0.059656716,0.975403169,0.007660426,16.0364655,105.367336,121.4038015,0.01,78.33,166.6595745,119.0425532,-8.708154122,NA,0.183199587,1.557285873,0.9,0.333333333,36.935,438.21,12.2635184,80,14.3,5.7,3.921,11.176,0.55,20.32,61.6436,77.2,70.28,535.2,127.16,6.46,25.80555556,26.5,3.684210526,10.44440536,31.925,-5.075,9.599154661,19.925,1.925,10.49697387,15.96209677,-0.892741935,73.10469314,3.511770777,9.4,788,40.6185567,22.3438813,0.585494328,3,3,9,0.426829268,0,1.326829268,0.354148599,0.230847771,0.462493246
GE_LO_T3_P4,GELOT3,GE,LO,T3,P4,35.5,3.569532696,53.2137735,8.6435775,49.59999847,4,0.99,4,0,0.924227296,1.33217904,1.718553213,0.410309635,0.429638303,0.073751008,0.887860565,0.008430613,9.121707,107.2881424,116.4098494,0.015,199.3,424.0425532,302.887538,-7.309050179,NA,0.144618359,1.713848721,1.58,0.6,36.526,444.418,12.47318489,81,14,5,3.868,15.803,0.767,20.60365059,41.0128,133.8,116.29,609,75.15,5.03,44.0617284,27.5,4.307692308,10.54552868,34.425,-5.075,9.692564718,20,0.5,10.59962633,16.00967742,-0.925,74.20324714,3.582040844,9.4,788,40.6185567,21.11267868,0.585494328,1,2,7,35,0,36.58,NA,0.123769893,0.317652865
GE_LO_T3_P5,GELOT3,GE,LO,T3,P5,99.5,4.600157644,53.2141358,8.6427626,34.16199875,1,0.99,1,0,NA,0,NA,NA,NA,NA,NA,0,13.27797923,61.78778162,75.06576085,0.01,135.4,288.0851064,205.775076,-8.493100358,NA,0.034456274,2.033092325,0,0.99,46.07,423.63,9.195354895,78.7,15.8,5.5,4.21,3.915,0.239,16.38075314,22.8492,52.65,42.81,252,108.99,5.34,34.81018519,27.5,4.28,10.24741923,31.5,-5.5,9.724896941,20,2,10.30126607,16.10483871,-0.991935484,76.21914509,3.846383947,9.4,788,40.6185567,20.46436844,0.585494328,2,3,6,0,0,0,0.301121533,0.242004319,0.274405147
IT_HI_T1_P1,ITHIT1,IT,HI,T1,P1,1.5,0.405465108,42.7819365,11.6562657,788.6450195,8,0.25,2,6,0.750263386,1.806507165,3.184409599,0.361127693,0.3980512,0.31023203,0.770698623,0.009851236,5.36723375,76.02025691,81.38749066,0.03,245.96,523.3191489,373.7993921,-8.212365591,-0.235483871,1.522743525,1.015278609,1.047058824,0.117647059,23.13538462,431.9630769,18.82696645,11,40.3,48.7,5.296,6.455,0.452,14.28097345,6.6274,196.98,386.41,3068.9,95.63,4.13,38.48765432,25.5,3.260869565,12.55069002,31.5,-2,9.793912525,21,0.875,12.58182124,18.59274194,-0.164516129,67.42815033,3.63409563,10.8,794,38.17307692,10.11298272,-1.663585786,0,2,10,NA,NA,1.047058824,NA,0.301121534,0.321602439
IT_HI_T1_P2,ITHIT1,IT,HI,T1,P2,4.5,1.504077397,42.781982,11.6562576,782.2349854,9,0.33,3,6,0.705311807,1.874640741,3.385581727,0.321424398,0.376175747,0.481933015,0.77364772,0.009911051,2.0407794,69.97567388,72.01645328,0.035,166.16,353.5319149,252.5227964,-8.34578853,1.918160096,1.442131469,0.930874213,4.263157895,0.421052632,27.93857143,421.0678571,15.17673063,13.9,33.6,52.5,4.678,5.754,0.376,15.30319149,6.1368,204.77,369.56,2265.3,24.42,3.62,34.4845679,26,3.485714286,12.5516189,30.5,-2,9.488287617,25.5,0.5,12.58168123,18.57822581,-0.227419355,67.40088106,3.63409563,10.8,794,38.17307692,9.975229234,-1.663585786,0,3,12,NA,NA,4.263157895,NA,0.212824495,0.315713427
IT_HI_T1_P3,ITHIT1,IT,HI,T1,P3,12.5,2.525728644,42.7820537,11.6563075,779.6560059,8,0.63,5,3,0.680809805,1.822617832,3.07727464,0.320627971,0.38465933,0.500026273,0.804676531,0.009471537,8.242391875,74.54097515,82.78336703,0.035,115.98,246.7659574,176.2613982,-9.065143369,-1.208602151,1.420152683,1.729070661,13.16666667,0.291666667,26.08555556,417.3533333,16.35329213,14.6,42.2,43.2,4.804,5.046,0.357,14.13445378,6.2288,193.25,303.33,1627.5,115.25,4.36,31.16435185,26.5,3,12.50838641,30,-2,10.80796176,20,2,12.53864247,18.55967742,-0.259677419,66.91122524,3.661874737,10.8,794,38.17307692,9.669323033,-1.663585786,0,2,10,NA,10.65217391,23.81884058,NA,0.341941235,0.322455222
IT_HI_T1_P4,ITHIT1,IT,HI,T1,P4,35.5,3.569532696,42.7821851,11.656392,781.9799805,9,0.56,5,3,0.842565568,2.061112833,3.417260356,0.375898505,0.379695595,0.423946598,0.870260156,0.031580537,4.5405114,90.12081014,94.66132154,0.005,42.48,90.38297872,64.55927052,-9.506630824,-1.225448029,1.629744028,0.524806975,18.57647059,0.352941176,23.595,381.1783333,16.16179556,14.1,42.9,43,5.508,6.473,0.488,13.26434426,9.4658,272.32,504.14,3736.1,99.42,4.53,13.9845679,27.5,3.269230769,12.36809979,29.5,-1.5,10.00082107,20.5,0.5,12.39541331,18.62419355,0.026612903,66.17647059,3.710103157,10.8,794,38.17307692,9.136519634,-1.663585786,0,4,13,NA,NA,18.57647059,NA,0.346567878,0.320082441
IT_HI_T1_P5,ITHIT1,IT,HI,T1,P5,99.5,4.600157644,42.7826997,11.6561216,762.4630127,14,0.5,7,7,0.874485519,2.5164103,5.424076736,0.363212032,0.387434053,0.639363305,0.882232199,0.026732833,3.61106375,61.06098937,64.67205312,0.025,59.88,127.4042553,91.00303951,-4.4890681,-0.334946237,1.016274697,1.239404661,11.44285714,0.19047619,23.72,425.391,18.91000794,10.1,35.9,54,5.623,4.066,0.351,11.58404558,3.4024,182.58,326.1,3332.7,44.5,4.52,16.39197531,24.5,2.915966387,12.32850318,37.5,-2,11.17656076,20.5,1.5,12.35996304,18.10322581,-0.49516129,66.78912564,3.5103043,10.8,794,38.17307692,8.855963135,-1.663585786,6,1,21,40.6779661,0,52.12082324,0.235669214,NA,0.307297359
IT_HI_T2_P1,ITHIT2,IT,HI,T2,P1,1.5,0.405465108,43.1040708,10.9827038,896.3720093,19,0.42,8,11,0.4039223,1.914894434,7.219246906,0.311364677,0.379960363,0.562762896,0.657647773,0.008511936,3.42947835,145.1862545,148.6157329,0.175,133.43,283.893617,202.781155,-7.435304659,0.088494624,1.075778643,NA,6.203867403,0.066298343,26.284,425.8761333,16.26721916,5.8,45.4,48.7,6.487,13.739,1.1,12.49,9.1266,367.32,603.67,10399.7,29.22,2.34,29.45061728,13.5,3,12.1035547,32,-2.5,11.19165996,23.375,3.5,12.12682502,18.55887097,-0.721774194,88.87262079,1.664506288,10.7,942,45.50724638,9.25495357,-1.851883649,1,2,22,0,NA,6.203867403,NA,0.380662133,0.318674909
IT_HI_T2_P2,ITHIT2,IT,HI,T2,P2,4.5,1.504077397,43.104148,10.9827535,908.1459961,12,0.42,5,7,0.369273271,1.726266401,4.565620103,0.316478829,0.380468342,0.322089282,0.551520453,0.00568155,5.65369375,141.884802,147.5384958,0.015,91.72,195.1489362,139.3920973,-7.506272401,0.988298545,0.918950951,NA,3.959183673,0.040816327,27.16190476,429.2478571,16.29122811,5.3,43.3,51.4,6.723,12.036,0.986,12.20689655,8.1026,339.56,609.24,9211.6,54.5,3.21,27.25925926,13.5,3.236220472,11.80946679,32.425,-3,10.93481715,23.5,1,11.83445642,18.53870968,-0.883064516,88.9214967,1.63676009,10.7,942,45.50724638,9.128887688,-1.851883649,2,2,16,0,NA,3.959183673,0.380662133,0.380662133,0.316081311
IT_HI_T2_P3,ITHIT2,IT,HI,T2,P3,12.5,2.525728644,43.1041164,10.9827526,875.6989746,15,0.4,6,8,0.699155977,2.176185662,5.496734692,0.271231444,0.366448979,0.397011887,0.792086518,0.004667385,9.5048506,144.663768,154.1686186,0.29,66.6,141.7021277,101.2158055,-6.233870968,0.787096774,0.914554531,1.3375,5.604,0.026666667,23.44896552,438.5731034,18.82053653,4.8,41.2,54,6.735,13.607,0.969,14.04231166,11.9394,315.67,468.91,11212.4,95.02,3.33,25.99691358,15.5,3.068627451,12.06489464,34,-2.5,9.008522524,21.5,2,12.0909142,18.64435484,-0.909677419,88.9133627,1.664506288,10.7,942,45.50724638,8.848935891,-1.851883649,2,2,19,0,NA,5.604,0.380662133,0.364801088,0.30470244
IT_HI_T2_P4,ITHIT2,IT,HI,T2,P4,35.5,3.569532696,43.1043364,10.9828158,892.8400269,12,0.42,5,7,0.617781858,2.114334473,5.836517721,0.393639357,0.486376477,0.273483891,0.678320743,0.006223308,1.98239255,134.7419484,136.724341,0.01,96.92,206.212766,147.2948328,-7.687903226,NA,1.228795884,0.823214286,6.66,0.08,21.35722222,448.1711111,22.23808054,7.4,50.3,42.3,6.833,10.589,0.797,13.28607277,8.2972,210.51,376.24,10668,28.18,4.27,35.22222222,19,3.622807018,12.024851,32.85,-2.5,7.096645531,NA,1,12.05008985,18.83467742,-0.562096774,89.24652524,1.58860303,10.7,942,45.50724638,8.361337834,-1.851883649,3,3,18,28.84615385,NA,35.50615385,0.232490081,0.34357457,0.392974411
IT_HI_T2_P5,ITHIT2,IT,HI,T2,P5,99.5,4.600157644,43.1049506,10.9829828,881.9299927,11,0.55,6,5,0.349494747,1.733983654,4.22510743,0.302353111,0.384100675,0.588508246,0.591527175,0.013921192,6.6879802,73.24446092,79.93244112,0.005,74.96,159.4893617,113.9209726,-10.15600358,-0.208781362,1.186414137,1.062620504,1.147,0.23,24.6876087,440.0328261,18.30434343,8.9,32.2,58.9,7.065,5.501,0.395,13.92658228,2.9094,212.2,325.08,6979,63.58,4.54,32.3117284,19,3.32,11.69085249,28.5,-2.5,9.6561853,20.5,1.95,11.71588612,18.95887097,-0.532258065,90.27777778,1.573705569,10.7,942,45.50724638,8.104584961,-1.851883649,1,3,15,125,NA,126.147,NA,0.34357457,0.312770629
IT_HI_T3_P1,ITHIT3,IT,HI,T3,P1,1.5,0.405465108,42.7848911,11.6618641,751.4199829,12,0.25,3,9,0.577644182,1.961577045,4.517545257,0.250709422,0.376462105,0.380930305,0.706194784,0.014649237,0.2080015,64.81424156,65.02224306,0.025,63.84,135.8297872,97.0212766,-6.447491039,0.234229391,0.391599131,2.585637481,2.054545455,0.121212121,24.67571429,448.9642857,18.453207,10.9,39.7,49.4,6.775,5.137,0.386,13.30829016,5.3742,225.95,761.17,3725.3,2.68,4.37,12.54151235,21,2.963099631,13.07356688,32.5,-3,12.41223523,22,2,13.10917899,17.38870968,-1.223387097,55.44117647,4.643776205,11.6,768,35.55555556,10.11298272,-1.663585786,2,2,16,11.36363636,76.92307692,90.34125874,1,0.364801088,0.376648282
IT_HI_T3_P2,ITHIT3,IT,HI,T3,P2,4.5,1.504077397,42.7849198,11.6618228,762.0869751,8,0.38,3,5,0.618363284,1.767761472,2.913549325,0.347270091,0.364193666,0.447878069,0.622148829,0.02559979,6.2048448,35.23769176,41.44253656,0.225,53.07,112.9148936,80.65349544,0.079390681,1.098924731,0.274825865,2.716613036,1.725,0,19.05583333,441.3525,23.43062204,13.8,36.9,49.3,5.565,1.689,0.164,10.29878049,1.3358,97.98,515.27,1867,55.96,3.25,13.52083333,23.5,2.535211268,13.16215499,40.925,-3,11.97944431,22.5,3,13.19590054,17.31774194,-1.411290323,55.77630611,4.691364118,11.6,768,35.55555556,9.975229234,-1.663585786,5,2,15,1.648148148,NA,3.373148148,0.672563386,0.364801088,0.390036408
IT_HI_T3_P3,ITHIT3,IT,HI,T3,P3,12.5,2.525728644,42.7850078,11.6619198,753.4400024,9,0.22,2,7,0.476616371,1.56409724,3.485354381,0.323315714,0.387261598,0.336769501,0.575464342,0.022400992,2.813518125,60.25247799,63.06599612,0.08,87.19,185.5106383,132.5075988,-2.920519713,0.556630824,0.727895413,1.88697318,1.391666667,0.027777778,22.821875,420.06375,18.49913329,11.9,37.1,51,5.637,3.999,0.264,15.14772727,3.4212,110.4,498.52,2633,32.95,2.19,22.85185185,25.5,2.672727273,12.9845276,42.425,-2.5,12.09924664,22.5,3.5,13.03486223,17.60483871,0.013709677,56.020558,4.676630389,11.6,768,35.55555556,9.669323033,-1.663585786,2,1,12,0,0,1.391666667,1,NA,0.40233638
IT_HI_T3_P4,ITHIT3,IT,HI,T3,P4,35.5,3.569532696,42.7852224,11.6619783,749.5969849,5,0,0,5,0.632620077,1.376055285,1.889245102,0.343830273,0.37784902,0.220634905,0.827357234,0.007787419,3.80647815,70.88062057,74.68709872,0.055,124.35,264.5744681,188.9817629,-5.995967742,0.360752688,0.586491604,1.824404762,1.041176471,0.058823529,26.224,443.1393333,17.01134691,15.6,36.1,48.3,4.814,5.231,0.346,15.11849711,3.201,113.24,362.1,1378.7,44.34,2.37,31.09953704,29,3.666666667,12.82484076,33.5,-2.5,11.35341396,22,2,12.85702285,17.5,-1.016129032,56.61764706,4.482961822,11.6,768,35.55555556,9.136519634,-1.663585786,1,1,7,0,0,1.041176471,NA,NA,0.310937042
IT_HI_T3_P5,ITHIT3,IT,HI,T3,P5,99.5,4.600157644,42.7857647,11.6621977,750.0109863,14,0.5,7,7,0.620706596,2.184515221,5.182104457,0.344158917,0.370150318,0.48765106,0.776376358,0.020250959,3.6873232,76.79518546,80.48250866,0.03,107.71,229.1702128,163.6930091,-5.027777778,0.255197133,0.124238572,NA,2.915384615,0.128205128,20.07032258,438.5912903,24.35881389,13,40.4,46.6,5.64,6.625,0.409,16.19804401,4.758,177.69,435.4,3207.4,40.48,4.19,28.33101852,34,3.384615385,12.50650212,36.5,-2.5,13.00917386,22,0.45,12.54480287,17.65564516,-1.237903226,59.14768553,3.91709969,11.6,768,35.55555556,8.855963135,-1.663585786,1,2,17,125,0,127.9153846,NA,0.301121534,0.314445841
IT_LO_T1_P1,ITLOT1,IT,LO,T1,P1,1.5,0.405465108,42.9735388,11.2141326,130.3860016,5,0.4,2,2,0.939278763,1.560710409,1.70402517,0.310030177,0.340805034,0.402564844,0.905654406,0.019801117,9.5427381,55.54597962,65.08871772,0.025,95.64,203.4893617,145.3495441,-10.11756272,-7.135215054,0.047718364,2.243613936,3.333333333,0,18.60875,383.87125,20.82095109,40.9,33,26.1,5.215,3.225,0.246,13.1097561,1.9724,149.25,675.73,1517.7,84.14,3.86,18.46296296,17,2.968253968,15.0493463,38.5,-4.5,14.23466284,24,5,15.08338941,18.02983871,-2.941129032,58.65102639,4.66823848,15.3,620,24.50592885,9.796043181,-1.771153659,4,1,10,48.61111111,0,51.94444444,0.3721767,NA,0.317695412
IT_LO_T1_P2,ITLOT1,IT,LO,T1,P2,4.5,1.504077397,42.9735443,11.2140764,132.2879944,8,0.38,3,4,0.934970646,2.025326221,2.45166928,0.280227611,0.30645866,0.551684893,0.879458892,0.03405798,4.807267875,62.34520061,67.15246849,0.025,72.52,154.2978723,110.212766,-9.577777778,-7.457078853,-0.069362784,2.170384422,11.66666667,0,21.14833333,430.2008333,20.51867316,41.4,36.3,22.3,5.212,3.567,0.216,16.51388889,1.6992,107.65,442.34,1543.3,49.05,4.2,18.31774691,19,2.850299401,14.8966571,38.5,-5,14.03418631,24,5,14.92709735,17.97741935,-3.054032258,58.73715125,4.674915584,15.3,620,24.50592885,9.662606875,-1.771153659,4,1,13,57.25609756,0,68.92276423,0.337389575,NA,0.304534707
IT_LO_T1_P3,ITLOT1,IT,LO,T1,P3,12.5,2.525728644,42.9736518,11.2139875,127.6650009,7,0.57,4,3,0.589642125,1.52846571,2.603895382,0.290259372,0.371985055,0.505185591,0.7709558,0.06357588,9.668004675,41.57536736,51.24337204,0.01,61.16,130.1276596,92.94832827,-8.023924731,-7,0.000344298,1.258882224,3.295454545,0,19.69611111,414.9683333,21.41048689,54.4,26.5,19.1,5.283,2.697,0.227,11.88105727,2.0968,104.62,327.12,1463.4,98.11,5.13,21.29166667,20,2.991967871,15.21282419,41.5,-5,13.90852608,24.5,4,15.24618663,17.93870968,-2.942741935,57.89860397,4.687990352,15.3,620,24.50592885,9.366287733,-1.771153659,5,1,13,114.7101449,0,118.0055995,0.333051371,NA,0.311807401
IT_LO_T1_P4,ITLOT1,IT,LO,T1,P4,35.5,3.569532696,42.9739252,11.2138886,132.0800018,6,0.67,4,1,0.803470505,1.58109375,2.418833551,0.365939899,0.403138925,0.523616008,0.78030717,0.033357593,1.96900275,55.54584669,57.51484944,0.005,58.11,123.6382979,88.31306991,-5.787903226,-5.601075269,-0.191240929,1.411684279,0.347222222,0,24.93,436.8438235,17.79518831,44.8,35.4,19.7,5.302,4.113,0.306,13.44117647,3.6758,91.3,304.14,1015.2,33.38,4.77,20.77391975,20.5,2.92,15.45081314,48.5,-5,14.36371229,27.5,4,15.48606438,17.8016129,-3.087903226,54.58547322,4.618769122,15.3,620,24.50592885,8.850182322,-1.771153659,3,1,10,51.875,0,52.22222222,0.26363457,NA,0.31194136
IT_LO_T1_P5,ITLOT1,IT,LO,T1,P5,99.5,4.600157644,42.9744532,11.2140642,144.1410065,12,0.33,4,7,0.596220763,1.92766734,4.468522614,0.308058366,0.372376885,0.487946836,0.724377317,0.011272542,4.021905,47.58377163,51.60567663,0.01,62.21,132.3617021,94.54407295,-2.900985663,-3.772849462,-0.243819191,0.920993564,2.88974359,0.230769231,23.43615385,446.7176923,19.14448907,40.7,38,21.3,5.432,2.932,0.207,14.16425121,2.5522,72.65,318.27,912.3,39.75,5.14,23.61574074,19.5,2.981308411,15.8874628,51.5,-5,14.73936673,30.5,3,15.92519067,17.73629032,-3.209677419,48.6784141,4.376485259,15.3,620,24.50592885,8.578418427,-1.771153659,2,2,16,0,NA,2.88974359,1,0.036230418,0.377427863
IT_LO_T2_P1,ITLOT2,IT,LO,T2,P1,1.5,0.405465108,42.9531034,11.2161485,185.072998,12,0.17,2,9,0.454394864,2.007645263,3.987497859,0.357006023,0.332291488,0.342585798,0.664127914,0.049292232,5.010156225,87.14704697,92.1572032,0.055,126.08,268.2553191,191.6109422,-9.168727599,-5.619175627,1.641375779,3.458172771,1.914,0.26,21.57166667,425.87,20.11912951,49.3,29,21.7,5.085,7.395,0.375,19.72,4.255,179.09,311.3,2234.1,47.59,2.7,20.81558642,20.5,2.803571429,16.16224989,38.5,-2.525,15.7510908,26.5,6,16.1942947,19.30806452,-1.422580645,88.11445341,4.675938194,15.1,665,26.4940239,9.796043181,-1.771153659,3,1,16,0.925925926,0,2.839925926,0.301094154,NA,0.292439289
IT_LO_T2_P2,ITLOT2,IT,LO,T2,P2,4.5,1.504077397,42.9531087,11.2161475,174.8600006,14,0.07,1,11,0.344803235,1.723923298,5.068161759,0.321524254,0.362011554,0.64778762,0.670164124,0.073057773,5.6278314,61.74945674,67.37728814,0.04,102.22,217.4893617,155.3495441,-7.978494624,-5.544802867,1.469579074,2.699788786,5.23125,0.5,17.51478261,408.376087,23.89256685,46.7,32,21.3,5.161,5.303,0.33,16.06969697,5.8614,163.77,226.9,1693,69.66,3.69,22.2970679,21,2.942307692,15.83189655,40.925,-3,15.03523921,26,5,15.86334793,19.16370968,-1.633064516,88.10572687,4.675938194,15.1,665,26.4940239,9.662606875,-1.771153659,4,1,19,0,0,5.23125,0.329194293,NA,0.304128416
IT_LO_T2_P3,ITLOT2,IT,LO,T2,P3,12.5,2.525728644,42.9531864,11.2160954,182.4459991,15,0.27,4,10,0.798168741,2.441302638,5.220685832,0.33659016,0.348045722,0.641455905,0.852060175,0.021384481,5.21836575,40.68029702,45.89866277,0.075,40.45,86.06382979,61.47416413,-2.911917563,-5.656989247,1.672787886,2.43648697,5.407894737,0.157894737,22.020625,450.21125,21.0686379,45.9,36.2,17.9,5.242,2.539,0.198,12.82323232,1.8224,117.01,208.51,1352.1,47.06,3.32,11.51311728,22,2.984126984,16.14947385,53.425,-3,15.00633131,26,5,16.17558322,19.01935484,-1.625,88.05860806,4.662921656,15.1,665,26.4940239,9.366287733,-1.771153659,3,1,19,13.46153846,0,18.8694332,0.251031142,NA,0.29198529
IT_LO_T2_P4,ITLOT2,IT,LO,T2,P4,35.5,3.569532696,42.9533705,11.2160331,196.5659943,15,0.33,5,9,0.560356691,1.824465037,5.610762182,0.294753003,0.374050812,0.463445524,0.788470627,0.054233838,4.577564025,47.66210338,52.23966741,0.135,76.87,163.5531915,116.8237082,-7.534767025,-7.557399547,1.825275438,3.326539409,6.342222222,0.022222222,14.90866667,440.1006667,30.01833735,49.5,27.1,23.4,5.831,3.35,0.265,12.64150943,2.9436,114.85,275.82,2582.2,44.91,2.85,19.16975309,27,2.778181818,15.86572598,40.925,-2.5,14.8524408,24,6.45,15.89502019,19.25887097,-1.216935484,88.20928519,4.635797456,15.1,665,26.4940239,8.850182322,-1.771153659,6,2,23,7.261904762,NA,13.60412698,0.332604849,0.036230418,0.31066407
IT_LO_T2_P5,ITLOT2,IT,LO,T2,P5,99.5,4.600157644,42.9539394,11.2159678,208.4799957,6,0.17,1,5,0.724263513,1.605207107,2.256276969,0.345314412,0.376046162,0.195311419,0.89806389,0.016367438,2.259272375,49.77579216,52.03506454,0.01,49.25,104.787234,74.84802432,-8.119265233,NA,2.531105991,NA,2.333333333,0,16.78416667,430.1083333,25.66818204,43.2,31.4,25.4,5.483,3.219,0.214,15.04205607,2.116,114.62,288.77,1694.7,39.95,3.18,14.75089506,18,2.848484848,17.23498134,41,-2,15.27928412,23.5,5.5,17.26003937,19.84919355,-0.140322581,88.55465884,4.60344823,15.1,665,26.4940239,8.578418427,-1.771153659,3,1,10,0,0,2.333333333,0.277726453,NA,0.315318789
